1108905975615025152|1|1|@fabrizio_213
1108902611904806912|1|1|@fabrizio_213
1098627637415690240|1|1|@fabrizio_213
1097303507307282433|1|1|@fabrizio_213
1095751566366306304|1|1|@Sg3714
1095016271886893057|3|2|@Sg3714
1095016271886893057|3|2|@fabrizio_213
1093163675916079104|7|7|@fdavaloso
1093163675916079104|7|7|@lulagaray
1093163675916079104|7|7|@Sg3714
1093163675916079104|7|7|@fabrizio_213
1093163675916079104|7|7|@luiscab2204
1093163675916079104|7|7|@jtvprodu
1093163675916079104|7|7|@erickboccanedes
1093907195706724353|1|1|@Jose17375200
1093034666813202435|1|1|@FAGuayas
1093034337761746944|1|1|@FAGuayas
1101490406536212481|2|2|@DrMedinaUrresta
1101490406536212481|2|2|@Andrein17005931
1108901084012179458|1|1|@DRFAE
1093967498679062531|2|1|@RonPeper
1109685098939666432|3|2|@sagantor
1109685098939666432|3|2|@napoleoncasanov
1108951322261221377|5|5|@rdcm102607
1108951322261221377|5|5|@pxvr
1108951322261221377|5|5|@aldorico88
1108951322261221377|5|5|@dioviga
1108951322261221377|5|5|@Sg3714
1091839543035207680|14|13|@iturraldeycaza
1091839543035207680|14|13|@aldorico88
1091839543035207680|14|13|@Sg3714
1091839543035207680|14|13|@edoegas
1091839543035207680|14|13|@RonPeper
1091839543035207680|14|13|@97f016a1c1bf4e9
1091839543035207680|14|13|@brisipin
1091839543035207680|14|13|@Ketzali
1091839543035207680|14|13|@gonguzavaleta
1091839543035207680|14|13|@d_guaman1024
1091839543035207680|14|13|@2010Compudavid
1091839543035207680|14|13|@scorpionDarkisp
1091839543035207680|14|13|@gaston_marin
1092203584995901440|2|1|@JuanCar34406609
1095512962805256193|4|4|@Cristhyn3000
1095512962805256193|4|4|@carloslimongih
1095512962805256193|4|4|@Sr_Granda
1095512962805256193|4|4|@cruizalvarez
1092171739461758978|2|1|@MarthaPine
1107643790259568640|2|2|@97f016a1c1bf4e9
1107643790259568640|2|2|@iturraldeycaza
1100088360654249990|3|3|@Sg3714
1100088360654249990|3|3|@sorypin
1100088360654249990|3|3|@JorgeAcaiturri
1107824986457337856|2|2|@DrMedinaUrresta
1107824986457337856|2|2|@Andrein17005931
1107092520830468097|15|13|@jecknermalla
1107092520830468097|15|13|@BorjaSegundo
1107092520830468097|15|13|@Sg3714
1107092520830468097|15|13|@salvada8
1107092520830468097|15|13|@MASGUAYAS
1107092520830468097|15|13|@MuentesPablo
1107092520830468097|15|13|@kalev_veliz
1107092520830468097|15|13|@DrMedinaUrresta
1107092520830468097|15|13|@emanueltm84
1107092520830468097|15|13|@Cristhyn3000
1107092520830468097|15|13|@Andrein17005931
1107092520830468097|15|13|@jtvprodu
1107092520830468097|15|13|@LA6MDG
1092842714561986562|3|3|@DrMedinaUrresta
1092842714561986562|3|3|@FabricioZavalaG
1092842714561986562|3|3|@Andrein17005931
1107848597394079744|1|1|@CarlosF04079828
1100110371170463746|8|6|@kariculcay
1100110371170463746|8|6|@AutotronicaMach
1100110371170463746|8|6|@JohnTown_
1100110371170463746|8|6|@apla20
1100110371170463746|8|6|@buca888
1100110371170463746|8|6|@dantrivino
1107981381530013696|4|4|@Sg3714
1107981381530013696|4|4|@jorge_lamino
1107981381530013696|4|4|@Freile_navarro
1107981381530013696|4|4|@Leonard6969696
1101679840091095045|8|6|@ciudadano4m
1101679840091095045|8|6|@aldorico88
1101679840091095045|8|6|@RonPeper
1101679840091095045|8|6|@serieda
1101679840091095045|8|6|@odioalosmamerto
1101679840091095045|8|6|@elconsiglieri1
1106769220971450368|7|7|@Sg3714
1106769220971450368|7|7|@MuentesPablo
1106769220971450368|7|7|@kalev_veliz
1106769220971450368|7|7|@AlbujaCanizares
1106769220971450368|7|7|@JosueSanchezEc
1106769220971450368|7|7|@jtvprodu
1106769220971450368|7|7|@LA6MDG
1095837645333245953|4|4|@Yseqsoloporhoy
1095837645333245953|4|4|@DiegoLuisAlbanJ
1095837645333245953|4|4|@97f016a1c1bf4e9
1095837645333245953|4|4|@alegraconstanc1
1100423355235266560|5|5|@JulietaSagnay
1100423355235266560|5|5|@Entusiasta65
1100423355235266560|5|5|@martinucha1
1100423355235266560|5|5|@BenAleur
1100423355235266560|5|5|@montero_juanita
1105827634188029952|111|25|@Victoridolo
1105827634188029952|111|25|@etg1985
1105827634188029952|111|25|@lauro876dm
1105827634188029952|111|25|@JostinVaca
1105827634188029952|111|25|@carloslimongih
1105827634188029952|111|25|@JesuaOchoaPer
1105827634188029952|111|25|@JeffersonAnte
1105827634188029952|111|25|@KeylaMunez
1105827634188029952|111|25|@JoseNoveda58
1105827634188029952|111|25|@Cristhyn3000
1105827634188029952|111|25|@JosphValencia
1105827634188029952|111|25|@jusheymie
1105827634188029952|111|25|@JacseliNeymar
1105827634188029952|111|25|@LdyMora
1105827634188029952|111|25|@InesCamachoC
1105827634188029952|111|25|@CCruzMoran
1105827634188029952|111|25|@erickboccanedes
1105827634188029952|111|25|@LedesmaJerson
1105827634188029952|111|25|@JeremiasNohemy
1105827634188029952|111|25|@JulexiVaque
1105827634188029952|111|25|@AstudilloCeli
1105827634188029952|111|25|@LeaNorelyCaic
1105827634188029952|111|25|@Leonard77264570
1105827634188029952|111|25|@JoanNorVelasq
1105827634188029952|111|25|@HermogenesNava
1103806957285269505|123|25|@BerrioJavier1
1103806957285269505|123|25|@BermudezDavid2
1103806957285269505|123|25|@BaraldesC
1103806957285269505|123|25|@AlmogueraBerta
